,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
364,PX,"P10, Inc.",946.18M,1.36%,179078,237.01M
365,SII,Sprott Inc.,939.57M,1.27%,17101,169.02M
366,BY,"Byline Bancorp, Inc.",937.28M,-0.28%,11981,355.28M
367,OCFC,OceanFirst Financial Corp.,903.17M,0.13%,36561,385.68M
368,LC,LendingClub Corporation,891.57M,-0.99%,220413,864.62M
369,BRKL,"Brookline Bancorp, Inc.",880.06M,-0.10%,67751,333.44M
370,BSIG,BrightSphere Investment Group Inc.,877.25M,-0.26%,26269,426.60M
371,SBSI,"Southside Bancshares, Inc.",872.57M,-0.14%,15401,241.71M
372,GHLD,Guild Holdings Company,864.52M,4.46%,2942,732.26M
373,LPRO,Open Lending Corporation,860.08M,-0.97%,88136,117.46M
374,SLRC,SLR Investment Corp.,853.78M,0.58%,110105,229.31M
375,MTAL,Metals Acquisition Corp,850.98M,-2.16%,12684,302.46M
376,BFC,Bank First Corporation,845.83M,-0.84%,4515,186.91M
377,HG,"Hamilton Insurance Group, Ltd.",839.98M,-0.49%,62530,1.57B
378,CGBD,"Carlyle Secured Lending, Inc.",834.81M,0.61%,66119,241.63M
379,AMTB,Amerant Bancorp Inc.,832.36M,-0.58%,19177,352.68M
380,BRDG,Bridge Investment Group Holdings Inc.,826.89M,-2.78%,213738,259.81M
381,LDI,"loanDepot, Inc.",822.80M,-4.14%,101897,915.05M
382,FBMS,"The First Bancshares, Inc.",811.93M,-0.46%,42206,281.53M
383,LBAI,"Lakeland Bancorp, Inc.",806.44M,-0.32%,22426,293.77M
384,ALTI,"AlTi Global, Inc.",805.08M,4.42%,30784,183.89M
385,BITF,Bitfarms Ltd.,798.63M,-10.49%,19745603,146.37M
386,WRLD,World Acceptance Corporation,794.33M,-1.14%,49408,575.18M
387,CFFN,"Capitol Federal Financial, Inc.",787.69M,-1.02%,91259,-41.97M
388,ABL,"Abacus Life, Inc.",784.27M,-,9021,66.37M
389,ECC,Eagle Point Credit Company Inc.,774.87M,0.10%,151128,122.65M
390,GRNT,"Granite Ridge Resources, Inc",771.75M,0.25%,95548,394.07M
391,CNOB,"ConnectOne Bancorp, Inc.",753.49M,1.73%,145629,260.91M
392,FMBH,"First Mid Bancshares, Inc.",740.34M,-0.97%,2046,274.15M
393,CTBI,"Community Trust Bancorp, Inc.",736.87M,0.59%,6084,223.96M
394,PFC,Premier Financial Corp.,732.82M,-1.66%,14717,302.71M
395,AMAL,Amalgamated Financial Corp.,732.23M,0.92%,31168,275.98M
396,DCOM,"Dime Community Bancshares, Inc.",723.74M,-1.48%,30694,350.01M
397,TMP,Tompkins Financial Corporation,723.33M,-0.12%,8717,215.42M
398,AC,"Associated Capital Group, Inc.",714.19M,1.05%,1134,14.59M
399,EGBN,"Eagle Bancorp, Inc.",708.72M,0.72%,74689,280.81M
400,NOAH,Noah Holdings Limited,702.72M,2.30%,38892,464.55M
401,PFLT,PennantPark Floating Rate Capital Ltd.,701.94M,-0.35%,380556,145.97M
402,AMBC,"Ambac Financial Group, Inc.",695.11M,-0.20%,43413,269.00M
403,TRIN,Trinity Capital Inc.,691.45M,0.27%,192121,181.86M
404,GHIX,"Gores Holdings IX, Inc.",691.03M,-,102,-
405,HFWA,Heritage Financial Corporation,669.50M,0.29%,20522,239.54M
406,AMRK,"A-Mark Precious Metals, Inc.",653.18M,-,47055,10.00B
407,RILY,"B. Riley Financial, Inc.",648.66M,-11.01%,578617,1.79B
408,TIGR,UP Fintech Holding Limited,644.73M,6.78%,1013680,228.23M
409,CFB,"CrossFirst Bankshares, Inc.",642.97M,0.23%,25093,231.02M
410,AACT,Ares Acquisition Corporation II,639.44M,-0.05%,9008,-
411,PRA,ProAssurance Corporation,639.17M,-2.15%,34692,1.14B
412,ROOT,"Root, Inc.",631.60M,-6.82%,386133,455.00M
413,CCAP,"Crescent Capital BDC, Inc.",630.05M,0.41%,13271,184.13M
414,HUT,Hut 8 Mining Corp.,629.86M,-10.72%,2724660,116.50M
415,TIPT,Tiptree Inc.,621.26M,-1.36%,43226,1.65B
416,FCBC,"First Community Bankshares, Inc.",618.54M,-0.81%,2839,157.15M
417,GSBC,"Great Southern Bancorp, Inc.",618.43M,-0.36%,9141,235.16M
418,MCBS,"MetroCity Bankshares, Inc.",615.78M,-1.88%,35562,121.75M
419,OSBC,"Old Second Bancorp, Inc.",615.12M,0.22%,22218,269.61M
420,HBT,"HBT Financial, Inc.",614.83M,-0.36%,465,219.55M
421,VINP,Vinci Partners Investments Ltd.,609.31M,1.41%,181788,93.31M
422,TCPC,BlackRock TCP Capital Corp.,607.71M,1.71%,254040,209.33M
423,FDUS,Fidus Investment Corporation,602.20M,-0.36%,168025,130.11M
424,MBWM,Mercantile Bank Corporation,598.01M,-0.48%,16851,217.99M
425,UVSP,Univest Financial Corporation,597.07M,0.49%,17173,286.05M
426,CION,CION Investment Corporation,596.21M,0.64%,81018,246.51M
427,NBBK,"NB Bancorp, Inc.",592.44M,1.60%,38457,-
428,SAGA,Sagaliam Acquisition Corp.,586.89M,-,7,-
429,UVE,"Universal Insurance Holdings, Inc.",586.84M,-3.26%,44454,1.39B
430,EZPW,"EZCORP, Inc.",584.63M,-0.09%,90142,1.08B
431,IGIC,International General Insurance Holdings Ltd.,580.17M,-0.95%,4502,446.20M
432,UFCS,"United Fire Group, Inc.",570.53M,-0.22%,16442,1.10B
433,BFST,"Business First Bancshares, Inc.",569.76M,-0.45%,4387,247.29M
434,APLD,Applied Digital Corporation,560.19M,-8.50%,1133064,114.65M
435,IREN,Iris Energy Limited,556.58M,-5.05%,6852713,85.48M
436,HBNC,"Horizon Bancorp, Inc.",551.77M,0.16%,32512,220.44M
437,VEL,"Velocity Financial, Inc.",549.84M,1.79%,3425,152.00M
438,TREE,"LendingTree, Inc.",542.91M,-2.92%,113811,672.50M
439,QD,Qudian Inc.,535.26M,2.94%,745220,30.62M
440,TRST,TrustCo Bank Corp NY,530.78M,-0.36%,11095,201.09M
441,PSBD,Palmer Square Capital BDC Inc.,527.69M,0.31%,10959,112.22M
442,MSBI,"Midland States Bancorp, Inc.",527.17M,-0.53%,4719,281.48M
443,HTBK,Heritage Commerce Corp,525.86M,-0.58%,83993,201.52M
444,CPF,Central Pacific Financial Corp.,524.13M,0.88%,31588,240.97M
445,IBCP,Independent Bank Corporation,515.06M,-0.77%,9790,200.80M
446,CATC,Cambridge Bancorp,512.23M,1.16%,27265,170.88M
447,SUPV,Grupo Supervielle S.A.,507.27M,-3.49%,301389,626.77M
448,GAIN,Gladstone Investment Corporation,504.62M,-0.36%,41226,83.52M
449,FMNB,Farmers National Banc Corp.,503.12M,-0.22%,17539,170.49M
450,AMNB,American National Bankshares Inc.,502.80M,-0.16%,2296,105.22M
451,CCB,Coastal Financial Corporation,501.44M,0.50%,9163,261.00M
452,SMBC,"Southern Missouri Bancorp, Inc.",499.16M,0.60%,1601,153.93M
453,EQBK,"Equity Bancshares, Inc.",495.56M,0.19%,11153,138.02M
454,GCBC,"Greene County Bancorp, Inc.",486.12M,-3.05%,337,68.41M
455,WULF,TeraWulf Inc.,484.24M,-9.45%,10199916,55.51M
456,CCBG,"Capital City Bank Group, Inc.",480.65M,-0.99%,2016,216.36M
457,CAC,Camden National Corporation,479.51M,0.58%,4000,161.20M
458,HAFC,Hanmi Financial Corporation,473.07M,-0.38%,56211,251.11M
459,FFWM,First Foundation Inc.,470.94M,1.54%,218891,252.14M
460,RWAY,Runway Growth Finance Corp.,468.29M,2.42%,355164,164.21M
461,ALCC,AltC Acquisition Corp.,463.76M,0.06%,65393,-
462,GDOT,Green Dot Corporation,462.79M,2.97%,173369,1.50B
463,HONE,"HarborOne Bancorp, Inc.",462.32M,0.29%,26939,163.45M
464,WDH,Waterdrop Inc.,458.04M,1.69%,233828,364.62M
465,YRD,Yiren Digital Ltd.,456.82M,5.13%,38875,647.79M
466,DGICA,Donegal Group Inc.,455.98M,-1.09%,11302,927.34M
467,DGICB,Donegal Group Inc.,454.98M,-,16,927.34M
468,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",453.98M,-0.98%,40203,135.21M
469,ATLC,Atlanticus Holdings Corporation,449.36M,0.85%,1570,354.81M
470,GLAD,Gladstone Capital Corporation,447.92M,1.12%,91541,90.36M
471,WASH,"Washington Trust Bancorp, Inc.",446.61M,-0.23%,16845,190.04M
472,BETR,Better Home & Finance Holding Company,446.35M,-0.98%,256447,450.55M
473,THFF,First Financial Corporation,444.67M,0.21%,10776,202.67M
474,HTBI,"HomeTrust Bancshares, Inc.",443.89M,0.51%,3833,183.36M
475,PNNT,PennantPark Investment Corporation,442.22M,0.29%,118633,149.74M
476,MCB,Metropolitan Bank Holding Corp.,440.06M,-0.55%,20679,238.46M
477,ACIC,American Coastal Insurance Corporation,438.41M,0.60%,101333,341.80M
478,ANSC,Agriculture & Natural Solutions Acquisition Corporation,438.04M,-0.10%,6,-
479,HIPO,Hippo Holdings Inc.,435.41M,2.68%,160367,209.70M
480,ALRS,Alerus Financial Corporation,434.74M,-0.54%,35007,166.01M
481,SLAM,Slam Corp.,434.43M,-,3,-
482,DHIL,"Diamond Hill Investment Group, Inc.",430.89M,1.30%,2261,136.72M
483,PGC,Peapack-Gladstone Financial Corporation,430.19M,1.03%,16818,229.26M
484,GLRE,"Greenlight Capital Re, Ltd.",427.17M,0.41%,15933,667.08M
485,SPFI,"South Plains Financial, Inc.",424.38M,-0.81%,1224,219.41M
486,AROW,Arrow Financial Corporation,421.87M,0.84%,35832,134.33M
487,CCNE,CNB Financial Corporation,420.54M,-0.20%,3512,217.17M
488,NBN,Northeast Bank,416.70M,-1.03%,2816,142.81M
489,GFR,Greenfire Resources Ltd,415.97M,-2.91%,101,-
490,BHRB,Burke & Herbert Bank & Trust Company,413.04M,-0.79%,566,-
491,KRNY,Kearny Financial Corp.,410.46M,-0.16%,238769,148.37M
492,OPY,Oppenheimer Holdings Inc.,408.55M,0.23%,22420,1.25B
493,FSBC,Five Star Bancorp,407.80M,-1.30%,584,114.39M
494,ESQ,"Esquire Financial Holdings, Inc.",406.02M,-1.35%,1710,105.34M
495,CSTR,"CapStar Financial Holdings, Inc.",401.93M,-,10251,113.72M
496,GBLI,"Global Indemnity Group, LLC",400.86M,0.29%,54,574.50M
497,NETD,Nabors Energy Transition Corp. II,398.02M,-,130,-
498,HRZN,Horizon Technology Finance Corporation,392.76M,1.87%,148566,113.48M
499,LCAA,L Catterton Asia Acquisition Corp,391.06M,2.43%,107534,-
500,VALU,"Value Line, Inc.",388.20M,-0.44%,68,39.04M
501,SMMF,"Summit Financial Group, Inc.",387.79M,0.87%,875,157.82M
502,HCVI,Hennessy Capital Investment Corp. VI,386.86M,-,46,-
503,CRD.A,Crawford & Company,385.35M,-2.10%,145784,1.32B
504,GHI,Greystone Housing Impact Investors LP,382.61M,0.42%,7981,104.90M
505,BHB,Bar Harbor Bankshares,381.88M,0.64%,5335,154.14M
506,CRD.B,Crawford & Company,381.27M,-2.75%,11049,1.32B
507,SHBI,"Shore Bancshares, Inc.",375.73M,0.26%,12679,121.69M
508,HIFS,Hingham Institution for Savings,375.48M,-2.74%,6605,161.23M
509,TPVG,TriplePoint Venture Growth BDC Corp.,373.86M,-0.41%,313500,137.49M
510,FFIC,Flushing Financial Corporation,366.02M,1.97%,36848,185.29M
511,SMBK,"SmartFinancial, Inc.",359.32M,-1.17%,647,155.80M
512,RRAC,Rigel Resource Acquisition Corp.,356.94M,-,6609,-
513,RRBI,"Red River Bancshares, Inc.",352.67M,-0.95%,243,108.13M
514,MOFG,"MidWestOne Financial Group, Inc.",352.34M,0.13%,18397,156.75M
515,GNTY,"Guaranty Bancshares, Inc.",350.72M,-0.20%,1163,121.56M
516,MCBC,Macatawa Bank Corporation,340.87M,-0.81%,5179,105.34M
517,SVII,Spring Valley Acquisition Corp. II,335.19M,-0.09%,328,-
518,MPB,"Mid Penn Bancorp, Inc.",334.29M,-,1200,166.56M
519,FRBA,First Bank,330.58M,0.87%,5348,125.94M
520,IPXX,Inflection Point Acquisition Corp. II,326.56M,-,3590,-
521,MBI,MBIA Inc.,325.42M,4.23%,100966,7.00M
522,SAR,Saratoga Investment Corp.,325.09M,0.80%,93768,138.80M
523,BWB,"Bridgewater Bancshares, Inc.",324.48M,0.68%,16567,111.84M
524,RBB,RBB Bancorp,323.99M,-1.47%,3203,136.91M
525,EBTC,"Enterprise Bancorp, Inc.",319.20M,-1.42%,2550,161.44M
526,HIVE,HIVE Blockchain Technologies Ltd.,318.69M,-8.75%,1825103,95.81M
527,RENE,Cartesian Growth Corporation II,318.12M,-,24,-
528,TYG,Tortoise Energy Infrastructure Corporation,317.97M,0.24%,10593,176.85M
529,FANH,Fanhua Inc.,316.00M,14.08%,23452,462.50M
530,SCM,Stellus Capital Investment Corporation,313.39M,0.46%,24980,105.85M
531,IVCB,Investcorp Europe Acquisition Corp I,307.81M,0.54%,379923,-
532,SLQT,"SelectQuote, Inc.",307.57M,-1.65%,84205,1.16B
533,HYAC,Haymaker Acquisition Corp. III,306.70M,0.26%,664,-
534,FRST,Primis Financial Corp.,302.99M,0.08%,27035,133.22M
535,ACNB,ACNB Corporation,301.73M,-2.37%,521,113.47M
536,CARE,"Carter Bankshares, Inc.",300.27M,-0.15%,6443,-
537,JWSM,Jaws Mustang Acquisition Corporation,299.54M,-0.72%,6382,-
538,WTBA,"West Bancorporation, Inc.",298.04M,-0.51%,848,78.40M
539,JRVR,"James River Group Holdings, Ltd.",296.76M,-17.53%,775566,812.01M
540,FISI,"Financial Institutions, Inc.",296.12M,-3.64%,7227,198.27M
541,ITIC,Investors Title Company,294.09M,-1.08%,34,236.56M
542,NODK,"NI Holdings, Inc.",293.92M,0.28%,3429,364.61M
543,WHF,"WhiteHorse Finance, Inc.",292.17M,0.95%,24214,103.26M
544,ASA,ASA Gold and Precious Metals Limited,291.28M,1.20%,54466,-5.60M
545,LX,LexinFintech Holdings Ltd.,291.16M,4.52%,519802,1.73B
546,GOCO,"GoHealth, Inc.",291.05M,1.84%,928,527.35M
547,BCAL,Southern California Bancorp,291.03M,-0.06%,19485,-
548,FDBC,"Fidelity D & D Bancorp, Inc.",290.49M,0.14%,1880,80.94M
549,PFIS,Peoples Financial Services Corp.,290.32M,-0.02%,1103,106.23M
550,HBCP,"Home Bancorp, Inc.",289.78M,-1.35%,6639,132.99M
551,FBIZ,"First Business Financial Services, Inc.",289.23M,-0.34%,789,135.71M
552,FMAO,"Farmers & Merchants Bancorp, Inc.",289.14M,-3.07%,460,95.69M
553,HMST,"HomeStreet, Inc.",288.52M,-1.21%,122067,209.12M
554,NEWT,Newtek Business Services Corp.,285.30M,1.12%,131561,166.20M
555,BSRR,Sierra Bancorp,284.34M,0.26%,9696,137.27M
556,ORRF,"Orrstown Financial Services, Inc.",283.35M,0.37%,3186,129.91M
557,CBNK,"Capital Bancorp, Inc.",283.18M,-0.15%,4113,157.23M
558,UNTY,"Unity Bancorp, Inc.",281.41M,0.58%,6154,99.97M
559,TRTL,TortoiseEcofin Acquisition Corp. III,278.31M,-0.19%,518,-
560,LNKB,"LINKBANCORP, Inc.",275.95M,-0.27%,2898,34.25M
561,VBNK,VersaBank,274.70M,-4.73%,10896,83.26M
562,BMRC,Bank of Marin Bancorp,274.53M,0.53%,12574,121.79M
563,SFST,"Southern First Bancshares, Inc.",272.17M,-1.08%,4822,86.25M
564,BKCC,BlackRock Capital Investment Corporation,271.42M,1.60%,74447,80.36M
565,NRIM,"Northrim BanCorp, Inc.",271.01M,-0.51%,1537,125.79M
566,TCBX,"Third Coast Bancshares, Inc.",270.92M,-0.95%,3478,141.41M
567,MVBF,MVB Financial Corp.,270.72M,-2.45%,504,144.35M
568,INBK,First Internet Bancorp,270.48M,2.30%,14785,86.13M
569,CZNC,Citizens & Northern Corporation,269.96M,-0.28%,6215,106.45M
570,PRLH,Pearl Holdings Acquisition Corp,268.75M,-0.65%,102,-
571,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",268.16M,0.58%,7743,75.55M
572,EMLD,FTAC Emerald Acquisition Corp.,264.57M,-0.10%,5645,-
573,BSVN,Bank7 Corp.,258.09M,-2.03%,1236,77.57M
574,FNLC,"The First Bancorp, Inc.",256.81M,0.48%,722,79.46M
575,PLAO,Patria Latin American Opportunity Acquisition Corp.,255.05M,0.09%,1,-
576,OBT,"Orange County Bancorp, Inc.",254.37M,0.42%,3935,93.42M
577,BTBT,"Bit Digital, Inc.",253.07M,-4.86%,3828825,36.64M
578,FSBW,"FS Bancorp, Inc.",251.35M,0.31%,713,135.92M
579,CLBR,Colombier Acquisition Corp.,250.15M,-,125,-
580,JMSB,"John Marshall Bancorp, Inc.",249.86M,-1.62%,413,43.41M
581,FLIC,The First of Long Island Corporation,248.05M,1.64%,80893,93.53M
582,PBFS,"Pioneer Bancorp, Inc.",245.23M,-1.06%,374,78.37M
583,PLMJ,Plum Acquisition Corp. III,244.80M,-,7,-
584,WSBF,"Waterstone Financial, Inc.",239.43M,-1.68%,9232,130.74M
585,HLXB,Helix Acquisition Corp. II,236.88M,-,2191,-
586,BCML,BayCom Corp,234.61M,1.06%,1947,110.29M
587,CIVB,"Civista Bancshares, Inc.",233.08M,0.03%,4683,163.55M
588,RM,Regional Management Corp.,231.47M,1.77%,13661,551.40M
589,CNDA,Concord Acquisition Corp II,228.95M,-0.47%,301,-
590,CVCY,Central Valley Community Bancorp,227.73M,0.42%,22131,89.05M
591,LEGT,Legato Merger Corp. III,227.10M,-,1000,-
592,PCB,PCB Bancorp,226.03M,-,430,102.10M
593,BLFY,Blue Foundry Bancorp,222.31M,-0.99%,10487,48.15M
594,CVLY,"Codorus Valley Bancorp, Inc.",221.50M,0.11%,512,96.61M
595,CONX,CONX Corp.,221.02M,-0.75%,1720,-
596,SSBK,"Southern States Bancshares, Inc.",220.15M,7.07%,17842,85.50M
597,NECB,"Northeast Community Bancorp, Inc.",219.25M,-0.71%,106200,94.86M
598,USCB,"USCB Financial Holdings, Inc.",218.27M,1.35%,284,65.24M
599,FVCB,"FVCBankcorp, Inc.",216.71M,0.41%,551,53.24M
600,SBXC,SilverBox Corp III,216.31M,-0.38%,14425,-
601,TSBK,"Timberland Bancorp, Inc.",216.07M,-0.15%,3953,75.91M
602,NWFL,Norwood Financial Corp.,215.81M,-0.98%,1183,72.20M
603,PDLB,"Ponce Financial Group, Inc.",213.24M,-1.00%,1225,59.62M
604,HRTG,"Heritage Insurance Holdings, Inc.",212.89M,2.44%,117341,723.12M
605,PHYT,Pyrophyte Acquisition Corp.,211.49M,-0.09%,102,-
606,CFFS,CF Acquisition Corp. VII,209.00M,-,160,-
607,CZFS,"Citizens Financial Services, Inc.",207.01M,2.65%,1478,86.34M
608,SWKH,SWK Holdings Corporation,204.30M,-0.43%,40,37.67M
609,PKBK,"Parke Bancorp, Inc.",203.93M,-0.82%,9432,75.38M
610,CALB,California BanCorp,202.84M,1.16%,549,81.12M
611,PLBC,Plumas Bancorp,202.76M,-0.58%,142,77.07M
612,NFYS,Enphys Acquisition Corp.,202.54M,-,231,-
613,XYF,X Financial,202.23M,0.48%,15012,629.69M
614,OVLY,Oak Valley Bancorp,201.69M,1.48%,1100,85.01M
615,CHMG,Chemung Financial Corporation,201.57M,-0.57%,1000,99.48M
616,PMTS,CPI Card Group Inc.,201.11M,23.37%,32388,444.55M
617,NKSH,"National Bankshares, Inc.",200.39M,0.29%,338,55.10M
618,BWFG,"Bankwell Financial Group, Inc.",199.11M,0.67%,2219,97.18M
619,COFS,"ChoiceOne Financial Services, Inc.",198.52M,1.52%,402,81.38M
620,SEDA,SDCL EDGE Acquisition Corporation,198.50M,0.09%,1025,-
621,MBCN,Middlefield Banc Corp.,198.46M,1.41%,798,68.96M
622,KVAC,Keen Vision Acquisition Corporation,198.12M,0.10%,111081,-
623,SEZL,Sezzle Inc.,197.85M,-11.49%,9868,159.36M
624,MCAA,Mountain & Co. I Acquisition Corp.,197.84M,-,2100,-
625,MNTN,Everest Consolidator Acquisition Corporation,196.52M,-0.40%,1,-
626,CBAN,"Colony Bankcorp, Inc.",195.14M,0.81%,7011,111.79M
627,CRML,Critical Metals Corp.,192.98M,7.20%,11015,-
628,LCNB,LCNB Corp.,191.82M,0.14%,3530,72.49M
629,OCN,Ocwen Financial Corporation,191.80M,-0.16%,4840,1.07B
630,FFNW,"First Financial Northwest, Inc.",190.84M,-0.67%,1203,46.32M
631,BPRN,Princeton Bancorp Inc,190.11M,-0.36%,1222,83.99M
632,PEGR,Project Energy Reimagined Acquisition Corp.,187.84M,-0.28%,103,-
633,MFIN,Medallion Financial Corp.,187.16M,-4.08%,74511,161.60M
634,XPDB,Power & Digital Infrastructure Acquisition II Corp.,185.08M,181.44%,353,-
635,SNFCA,Security National Financial Corporation,184.30M,-1.84%,9439,351.77M
636,VSTE,Vast Renewables Limited,184.26M,-3.51%,1901,919.00K
637,EHTH,"eHealth, Inc.",184.05M,-1.89%,31028,452.87M
638,OXSQ,Oxford Square Capital Corp.,182.53M,-,74470,51.41M
639,IVCA,Investcorp India Acquisition Corp,181.28M,-0.09%,106,-
640,ESSA,"ESSA Bancorp, Inc.",181.15M,0.89%,202,68.56M
641,WNEB,"Western New England Bancorp, Inc.",180.92M,-0.84%,59698,77.93M
642,PTMN,Portman Ridge Finance Corporation,179.97M,0.34%,6235,77.14M
643,TRIS,Tristar Acquisition I Corp.,178.59M,0.15%,1,-
644,CPSS,"Consumer Portfolio Services, Inc.",176.78M,-0.12%,14096,343.06M
645,BCBP,"BCB Bancorp, Inc.",175.56M,0.53%,22117,102.05M
646,APCA,AP Acquisition Corp.,175.51M,-,206,-
647,CFFI,C&F Financial Corporation,175.39M,-0.21%,146,119.05M
648,PVBC,"Provident Bancorp, Inc.",172.18M,-1.15%,4447,71.12M
649,EVE,EVe Mobility Acquisition Corp,169.92M,-,249,-
650,CAPT,Captivision Inc.,169.45M,-0.68%,29452,32.75M
651,SKGR,SK Growth Opportunities Corporation,169.18M,-0.09%,27980,-
652,VERY,"Vericity, Inc.",168.68M,0.35%,158,175.00M
653,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,168.16M,-,4,-
654,ATLO,Ames National Corporation,167.88M,1.98%,11265,53.05M
655,GAQ,Generation Asia I Acquisition Limited,167.16M,-,1800,-
656,LCW,Learn CW Investment Corporation,165.81M,-,1,-
657,BRKH,Burtech Acquisition Corp.,165.27M,-,1971,-
658,APXI,APx Acquisition Corp. I,161.31M,-0.25%,5,-
659,MRCC,Monroe Capital Corporation,161.20M,1.48%,77280,64.30M
660,EVBN,"Evans Bancorp, Inc.",160.97M,0.65%,1892,94.11M
661,SOC,Sable Offshore Corp.,160.84M,0.83%,11751,-
662,VABK,Virginia National Bankshares Corporation,158.40M,0.51%,1549,63.42M
663,ALCY,Alchemy Investments Acquisition Corp 1,158.16M,-0.05%,1,-
664,ISTR,Investar Holding Corporation,157.00M,-,350,83.06M
665,OPBK,OP Bancorp,155.40M,-1.24%,128,84.38M
666,GSIW,Garden Stage Limited,152.65M,-2.45%,2335,3.26M
667,KRNL,"Kernel Group Holdings, Inc.",152.45M,-1.10%,114,-
668,PEBK,"Peoples Bancorp of North Carolina, Inc.",151.84M,-0.11%,699,76.07M
669,BFAC,Battery Future Acquisition Corp.,151.48M,-0.09%,29,-
670,FNWB,First Northwest Bancorp,151.29M,0.03%,849,76.03M
671,ROSS,Ross Acquisition Corp II,150.87M,0.09%,2152,-
672,SAMG,Silvercrest Asset Management Group Inc.,150.81M,-0.06%,2681,117.41M
673,IFIN,InFinT Acquisition Corporation,150.56M,0.26%,1035,-
674,ESHA,ESH Acquisition Corp.,148.53M,-0.10%,163,-
675,MHLD,"Maiden Holdings, Ltd.",148.38M,-4.76%,7369,73.74M
676,BCSA,Blockchain Coinvestors Acquisition Corp. I,148.17M,0.09%,165,-
677,FUNC,First United Corporation,147.90M,0.32%,1613,75.75M
678,TLGY,TLGY Acquisition Corporation,147.15M,-,15,-
679,PWOD,"Penns Woods Bancorp, Inc.",142.90M,0.83%,3011,63.96M
680,CFBK,CF Bankshares Inc.,142.14M,-0.88%,1494,50.61M
681,VCXB,10X Capital Venture Acquisition Corp. III,142.10M,-0.09%,7,-
682,HWBK,"Hawthorn Bancshares, Inc.",141.91M,0.50%,13054,65.90M
683,WNNR,Andretti Acquisition Corp.,141.87M,3.58%,1360,-
684,AHG,Akso Health Group,141.36M,-2.82%,4302,2.20M
685,MFH,Mercurity Fintech Holding Inc.,141.16M,7.49%,3587,326.68K
686,FGBI,"First Guaranty Bancshares, Inc.",140.35M,-1.73%,2544,95.22M
687,OFS,OFS Capital Corporation,140.14M,-1.05%,43861,56.94M
688,TWLV,Twelve Seas Investment Company II,139.60M,-,69509,-
689,CNF,CNFinance Holdings Limited,139.22M,-2.66%,4178,81.00M
690,ALSA,Alpha Star Acquisition Corporation,138.39M,-,1,-
691,ISRL,Israel Acquisitions Corp,138.13M,0.19%,60200,-
692,LGVC,LAMF Global Ventures Corp. I,136.79M,0.37%,581,-
693,MNSB,"MainStreet Bancshares, Inc.",136.70M,-1.05%,3450,81.08M
694,ATEK,Athena Technology Acquisition Corp. II,136.57M,1.34%,24,-
695,MYFW,"First Western Financial, Inc.",136.44M,1.40%,8086,95.99M
696,IRRX,Integrated Rail and Resources Acquisition Corp.,136.34M,-,210,-
697,CNDB,Concord Acquisition Corp III,135.09M,24.09%,146,-
698,UNB,"Union Bankshares, Inc.",134.63M,2.28%,80,48.79M
699,CWBC,Community West Bancshares,133.70M,0.03%,2023,49.29M
700,NNAG,99 Acquisition Group Inc.,133.13M,0.10%,40115,-
701,BANX,ArrowMark Financial Corp.,132.79M,1.55%,1558,-
702,VMCA,Valuence Merger Corp. I,132.71M,-1.41%,392,-
703,UBFO,United Security Bancshares,130.82M,-1.18%,8250,53.29M
704,FCCO,First Community Corporation,130.14M,0.35%,2438,59.21M
705,ZLS,Zalatoris II Acquisition Corp.,129.05M,-0.19%,6,-
706,RMBI,"Richmond Mutual Bancorporation, Inc.",128.90M,-2.96%,8097,43.45M
707,CZWI,"Citizens Community Bancorp, Inc.",127.78M,2.05%,56537,59.07M
708,RMGC,RMG Acquisition Corp. III,127.11M,-,61,-
709,FIAC,Focus Impact Acquisition Corp.,126.44M,-,290,-
710,ARRW,Arrowroot Acquisition Corp.,126.22M,0.46%,21653,-
711,FINW,FinWise Bancorp,125.69M,-3.18%,779,66.03M
712,BFIN,BankFinancial Corporation,125.48M,0.20%,338,55.93M
713,DSAQ,Direct Selling Acquisition Corp.,125.14M,0.82%,481,-
714,GATE,Marblegate Acquisition Corp.,125.06M,-,5,-
715,NPAB,New Providence Acquisition Corp. II,124.05M,0.09%,300002,-
716,PLMI,Plum Acquisition Corp. I,123.99M,0.05%,7010,-
717,OPRT,Oportun Financial Corporation,123.91M,3.73%,26950,352.01M
718,KCGI,Kensington Capital Acquisition Corp. V,123.70M,-,30,-
719,EVGR,Evergreen Corporation,123.21M,-,243,-
720,FNCB,"FNCB Bancorp, Inc.",122.88M,-4.03%,8060,52.66M
721,PPYA,Papaya Growth Opportunity Corp. I,121.05M,-,928,-
722,ECBK,"ECB Bancorp, Inc.",120.79M,0.04%,80,24.85M
723,BOCN,Blue Ocean Acquisition Corp.,118.87M,0.18%,7,-
724,RCFA,RCF Acquisition Corp.,118.65M,0.36%,101,-
725,WMPN,William Penn Bancorporation,118.34M,-0.32%,1689,21.96M
726,ARBK,Argo Blockchain plc,117.59M,-9.73%,427915,-
727,HNVR,"Hanover Bancorp, Inc.",117.33M,0.31%,1248,60.45M
728,IXAQ,IX Acquisition Corp.,115.80M,0.09%,7,-
729,FRAF,Franklin Financial Services Corporation,115.70M,-0.08%,27,66.13M
